sex,age,hours,inctot
1,40,0,6100
2,40,40,18604
2,40,32,14900
1,40,30,4100
1,41,40,48000
2,41,40,54030
2,41,16,7700
2,41,40,35000
2,41,0,900
1,41,40,30000
2,41,0,0
1,41,80,49200
2,41,9,7800
1,41,20,9340
2,41,40,50200
1,41,40,100000
1,41,40,49200
1,41,0,0
1,41,40,20000
2,41,50,-5800
2,41,20,4800
1,41,60,43130
2,41,0,3000
2,41,40,1000
1,41,64,100000
2,41,30,11830
2,41,40,16000
2,41,0,0
1,41,40,30000
1,41,50,70000
1,41,40,44500
1,41,40,80000
1,41,45,125000
1,41,53,58004
2,41,40,37600
1,41,0,0
2,41,35,21000
2,41,40,29000
2,41,45,33000
2,41,40,7000
2,41,40,24000
1,41,35,46000
1,41,40,27000
2,41,60,58000
1,41,40,90000
2,41,58,40100
2,41,30,12000
2,41,40,12170
2,41,40,27000
1,41,45,40000
1,41,40,12000
1,41,40,27200
1,41,50,100000
1,41,45,72100
1,41,40,36500
2,41,10,1600
1,41,0,0
1,41,40,20000
2,41,50,32000
1,41,40,24000
2,41,30,15000
2,41,0,0
1,41,40,40130
2,41,0,40300
1,41,40,30000
2,41,40,20000
1,41,50,60000
2,41,36,17000
2,41,10,4600
1,41,48,100000
1,41,70,29000
1,41,40,42200
1,41,40,28000
2,41,40,16600
2,41,45,52150
2,41,0,0
1,41,40,50000
2,41,0,6900
2,41,55,68850
2,41,15,7200
1,41,40,29000
1,42,60,60900
1,42,40,32500
2,42,40,50000
1,42,40,54100
2,42,40,43000
1,42,0,9600
2,42,25,20000
1,42,50,23000
2,42,32,11000
1,42,60,225000
2,42,40,15300
1,42,55,31000
2,42,25,13200
2,42,40,19900
2,42,40,25000
2,42,0,0
2,42,40,12000
1,42,45,37000
1,42,40,73500
1,42,40,50000
2,42,32,20000
2,42,48,21500
2,42,40,15000
1,42,48,24000
1,42,0,0
2,42,40,80000
2,42,0,0
2,42,0,10900
2,42,70,13000
1,42,30,13000
1,42,16,6700
2,42,50,16000
1,42,45,66500
2,42,40,55000
2,42,42,36000
1,42,80,62000
2,42,0,0
2,42,40,5100
1,42,60,20000
2,42,20,4080
2,42,0,0
1,42,40,17900
2,42,22,23000
1,42,40,332000
2,42,40,12000
1,42,40,17500
1,42,40,43600
2,42,35,12000
1,42,56,50000
2,42,5,9000
1,42,0,-2000
2,42,20,10000
2,42,40,12000
2,42,0,17660
2,42,40,20000
1,42,40,45000
2,42,0,0
1,42,45,51200
2,42,40,12000
1,42,40,30000
2,42,40,46400
1,42,40,142000
2,42,40,33200
2,42,50,17000
1,42,40,6500
1,42,65,36000
1,42,40,20700
2,42,0,0
1,42,40,10000
1,42,37,31800
2,43,0,0
1,43,40,22900
1,43,40,24000
2,43,45,16000
2,43,40,33000
1,43,40,17000
2,43,40,10800
2,43,40,36510
2,43,0,0
1,43,40,65000
2,43,40,34000
2,43,0,0
2,43,0,0
2,43,8,14400
2,43,25,2500
2,43,50,52000
2,43,40,43200
2,43,40,56200
1,43,40,20300
1,43,30,24400
2,43,40,20000
2,43,0,0
2,43,30,11400
2,43,40,56000
2,43,36,34000
2,43,40,50000
2,43,32,38000
2,43,35,18000
2,43,50,38800
1,43,60,17500
2,43,20,1150
2,43,32,25000
2,43,50,33000
2,43,40,23000
1,43,60,53000
2,43,0,0
1,43,40,30000
1,43,40,45000
2,43,0,0
2,43,40,38600
2,43,38,40010
2,43,2,7000
1,43,40,2000
1,43,48,20000
2,43,0,0
2,43,0,0
1,43,35,39500
1,43,50,70000
1,43,0,15000
1,43,4,10800
2,43,25,5800
1,43,48,82800
2,43,55,29800
1,43,50,150000
2,43,40,19600
1,43,40,16000
2,43,40,15000
1,43,40,100000
1,43,40,34000
2,43,50,28100
2,43,20,1700
1,43,60,50100
2,43,6,560
1,43,40,31990
2,43,40,15000
2,43,40,25000
1,43,0,0
1,43,37,14000
2,43,40,20760
2,43,15,5000
1,43,0,7600
1,43,70,140000
1,43,40,43000
2,43,0,43300
2,43,45,65400
1,43,0,21000
2,43,45,31000
2,43,38,15500
1,43,40,34900
2,43,40,25000
1,43,40,108590
2,43,0,0
2,43,40,15000
2,43,40,25670
1,43,65,41000
2,43,40,11000
2,43,0,6200
1,44,45,57000
2,44,45,27600
1,44,40,43000
1,44,1,500
2,44,0,0
1,44,40,34400
1,44,0,0
2,44,30,5100
1,44,40,55000
2,44,40,9000
2,44,0,0
1,44,35,50000
1,44,40,73500
1,44,40,12000
1,44,50,25000
1,44,50,26000
2,44,22,15000
2,44,40,25350
2,44,40,29500
2,44,0,26200
2,44,60,20900
2,44,40,18000
2,44,50,32000
2,44,30,6800
2,44,30,46500
2,44,45,75000
1,44,45,40500
2,44,48,17900
2,44,40,23700
2,44,40,32600
1,44,40,62000
2,44,5,8050
1,44,40,26000
1,44,45,43000
2,44,10,6000
2,44,40,64200
2,44,37,46000
2,44,0,6600
1,44,50,57200
1,44,0,12800
1,44,40,50000
2,44,38,13000
2,44,40,18700
2,44,36,53200
1,44,40,20000
1,44,40,22000
1,44,50,111000
2,44,40,3500
2,44,40,15000
2,44,0,0
1,44,40,35000
1,44,40,30000
2,44,30,7000
1,44,54,15000
2,44,20,15000
2,44,40,13400
2,44,20,8000
2,44,40,24000
2,44,0,0
1,44,40,17000
2,44,40,18600
2,44,30,38000
1,45,20,20800
2,45,32,170000
2,45,25,8700
1,45,40,53000
1,45,40,64000
1,45,40,13000
2,45,0,0
1,45,40,22000
1,45,40,28000
1,45,15,17000
1,45,60,17500
1,45,60,108070
1,45,45,31100
1,45,45,45200
2,45,0,0
2,45,40,7200
1,45,40,16000
1,45,35,12000
2,45,25,3800
1,45,50,100900
1,45,0,0
1,45,48,49400
2,45,80,28000
2,45,60,46000
2,45,0,8000
2,45,40,28400
2,45,40,21260
1,45,8,150
2,45,52,36000
2,45,40,33000
2,45,35,19900
1,45,60,17000
2,45,40,19100
2,45,35,15600
2,45,40,22530
1,45,60,42000
1,45,0,8200
1,45,50,10500
2,45,40,30000
1,45,50,135250
1,45,40,92900
1,45,40,25000
2,45,35,41300
2,45,40,19000
2,45,45,30000
1,45,40,80150
1,45,40,21000
2,45,40,18300
2,45,40,44600
2,45,40,12000
1,45,40,23760
2,45,30,40000
2,45,45,31000
1,45,40,60000
1,45,40,52000
1,45,50,25500
2,45,0,290
2,45,40,27000
2,45,35,41600
1,45,40,37300
1,45,45,33000
1,45,40,43000
2,45,0,5100
1,45,40,100000
2,45,36,34000
1,45,30,27000
2,45,20,10000
1,45,0,0
2,45,40,21000
2,45,60,48920
1,45,70,38800
2,45,40,17800
2,45,36,19610
1,45,45,32600
2,45,32,23504
1,45,40,30000
2,45,45,94000
1,45,25,2000
2,45,43,35000
1,45,50,24000
2,45,50,60000
2,45,0,0
1,45,60,66000
2,45,40,25000
1,45,40,16030
1,45,40,51000
2,45,50,80300
1,45,50,38250
2,45,0,0
2,45,20,18000
2,46,40,22000
2,46,28,5000
2,46,40,15600
2,46,20,17230
1,46,40,9000
2,46,0,0
1,46,40,80000
1,46,60,63000
1,46,40,20000
2,46,40,32000
1,46,55,67600
1,46,40,20140
2,46,40,40000
2,46,46,13000
2,46,45,19000
2,46,45,12500
2,46,40,24000
2,46,0,0
2,46,0,0
1,46,45,7600
1,46,50,90000
2,46,40,19000
2,46,40,13000
1,46,50,90000
1,46,40,40000
2,46,35,5000
1,46,50,38000
1,46,40,15000
1,46,50,45000
2,46,48,32000
2,46,40,40900
1,46,40,40000
1,46,40,45800
2,46,40,11000
1,46,40,17600
1,46,45,28000
1,46,45,51500
2,46,37,27100
1,46,0,0
2,46,0,18100
2,46,40,11000
2,46,20,132000
1,46,40,32700
1,46,50,46000
2,46,40,20000
1,46,50,49000
1,46,0,0
1,46,50,60000
2,46,40,29800
2,46,20,31000
1,46,50,45000
2,46,50,41900
2,46,0,2800
1,46,40,49000
2,46,40,22000
2,46,40,18000
2,46,40,24000
1,46,40,90000
1,46,40,40000
2,46,7,10000
1,46,30,22000
2,46,99,21050
1,46,60,685000
2,46,50,12200
1,46,40,44000
2,46,0,4800
2,46,40,30200
1,46,50,29000
1,46,40,48200
1,46,0,13000
2,46,40,37600
1,46,50,103000
1,46,0,13200
1,46,56,6300
2,46,40,40000
2,47,40,27000
2,47,40,39500
1,47,30,12000
1,47,50,6900
1,47,40,21200
2,47,40,42000
1,47,40,82300
2,47,40,24000
1,47,40,39200
1,47,40,100000
1,47,40,57000
1,47,40,48000
1,47,44,74000
1,47,60,20000
2,47,40,32000
2,47,40,13300
2,47,40,34810
1,47,48,48440
1,47,40,39000
2,47,0,0
2,47,0,0
2,47,0,0
1,47,40,57000
1,47,40,23000
2,47,43,18000
1,47,60,32000
2,47,40,-10000
1,47,30,3000
1,47,40,8300
2,47,45,27500
1,47,40,16000
2,47,0,6000
2,47,40,27000
2,47,34,32400
1,47,50,44000
1,47,48,37030
2,47,52,45050
2,47,0,0
2,47,0,13500
2,47,50,67000
1,47,40,47000
1,47,56,37900
2,47,0,0
2,47,40,40000
2,47,0,0
2,47,35,3520
2,47,0,250
2,47,48,47000
2,47,15,6000
2,47,52,65000
1,47,48,32100
1,47,80,68000
1,47,40,68000
2,47,40,24050
1,47,50,294400
2,47,40,38000
2,47,40,39000
2,47,50,18000
2,47,40,3000
2,47,0,0
1,47,60,31000
2,47,40,24000
1,47,40,70000
1,47,60,30000
2,47,48,33700
2,47,40,36000
2,47,40,22000
2,47,33,3300
2,47,50,20000
2,47,40,3000
1,47,60,50100
1,47,40,54030
2,47,40,20120
2,47,30,30000
2,47,40,18000
1,47,0,29500
2,47,25,10000
1,47,0,8200
1,47,40,25800
1,48,0,11700
2,48,40,10000
2,48,40,23000
2,48,40,10200
2,48,30,40430
2,48,40,44600
1,48,0,0
2,48,40,24000
1,48,40,65000
1,48,50,334000
2,48,0,0
1,48,50,62000
1,48,0,8300
1,48,40,67000
1,48,30,8000
2,48,0,0
2,48,40,41560
1,48,45,38000
1,48,0,8400
2,48,46,47000
1,48,48,39900
2,48,52,17000
1,48,40,27330
2,48,40,26000
1,48,55,210000
1,48,40,27560
1,48,60,40000
1,48,50,78000
2,48,45,17000
1,48,40,19600
1,48,40,25000
1,48,20,41300
2,48,40,25000
1,48,0,13300
1,48,50,32000
1,48,40,25000
2,48,35,48600
1,48,40,44400
2,48,40,10000
2,48,40,148540
1,48,50,59050
2,48,80,15000
1,48,45,95500
2,48,50,54160
2,48,22,4200
1,48,40,15000
1,48,48,52000
2,48,40,7800
1,48,40,20000
1,48,45,91000
1,48,40,16350
2,48,37,20200
2,48,45,21900
1,48,0,0
1,48,40,16200
1,48,46,82000
1,48,40,50000
2,48,48,38000
1,48,40,74000
2,48,40,25500
2,48,40,45000
2,48,40,12000
1,48,40,51000
2,48,0,0
1,48,60,73160
2,48,40,11000
1,48,72,-5800
1,48,50,8000
2,48,0,0
2,48,40,15700
1,48,0,4200
2,48,40,76000
2,48,0,0
2,48,60,15600
1,48,40,21230
2,48,18,10800
1,48,40,8200
1,48,0,0
1,49,80,38000
1,49,60,65240
1,49,55,90000
1,49,45,22100
2,49,0,0
2,49,0,0
2,49,40,49600
2,49,40,15304
2,49,60,109500
1,49,40,336000
1,49,40,44030
2,49,48,29300
1,49,35,168000
2,49,48,30000
2,49,40,27000
2,49,22,17500
1,49,50,127000
2,49,40,36400
2,49,40,90000
2,49,36,43530
2,49,0,0
2,49,0,0
1,49,45,48000
1,49,45,38030
1,49,40,1800
2,49,20,8300
1,49,35,32000
1,49,60,95500
1,49,60,317000
1,49,40,76000
1,49,0,8000
2,49,25,6600
2,49,35,24900
2,49,32,32000
1,49,30,30000
2,49,35,27000
2,49,15,80000
1,49,35,47400
1,49,85,30000
1,49,0,40140
1,49,40,10900
1,49,25,33890
1,49,47,35000
1,49,45,60000
1,49,40,30000
1,49,40,60000
1,49,55,70200
2,49,0,0
2,49,60,60000
1,50,75,-10000
2,50,52,10000
1,50,0,6000
1,50,70,40100
1,50,40,30000
1,50,40,13500
1,50,40,40000
1,50,40,15500
1,50,46,9000
2,50,50,14000
2,50,19,23000
1,50,0,8400
1,50,32,15800
1,50,34,29500
1,50,40,203000
2,50,40,8100
2,50,42,34600
2,50,40,13000
2,50,40,60000
2,50,0,0
1,50,80,55000
2,50,40,2900
1,50,40,60000
2,50,0,0
1,50,40,55200
1,50,40,33600
1,50,60,55000
1,50,40,90000
2,50,40,32000
1,50,40,57500
1,50,40,40200
1,50,80,33600
1,50,80,83000
1,50,40,13500
2,50,40,54000
1,50,50,68000
1,50,50,310000
1,50,40,65060
2,50,37,30000
1,50,45,60000
1,50,60,2000
2,50,40,32500
1,50,40,22500
1,50,35,19100
2,50,24,60500
1,50,35,39400
1,50,50,104300
2,50,40,50000
1,50,50,55000
2,50,40,18000
2,50,35,32000
1,50,40,58000
2,50,38,60000
1,50,50,33200
1,50,48,56000
1,50,0,33900
2,50,37,14600
2,50,0,0
2,50,32,20000
1,50,10,10300
1,50,40,37000
2,50,40,23500
1,50,40,28480
2,50,90,37000
1,50,75,32300
2,50,45,14000
1,50,50,68000
1,50,84,12000
2,50,30,1100
1,50,0,14900
2,50,0,0
1,50,50,12800
2,50,0,0
1,50,40,40000
1,50,0,6100
1,50,40,24000
2,51,26,15040
1,51,65,345000
1,51,40,52000
1,51,45,17200
2,51,40,13200
2,51,0,0
2,51,0,0
1,51,50,43620
1,51,0,8300
2,51,40,40000
2,51,40,13000
1,51,40,92000
1,51,50,42800
2,51,40,25000
2,51,0,4300
2,51,25,9120
1,51,45,140900
2,51,16,10000
1,51,0,0
1,51,35,11000
1,51,40,57000
1,51,50,79930
2,51,0,5500
2,51,38,37070
1,51,40,49510
1,51,46,53900
1,51,40,40000
1,51,70,369100
2,51,20,7900
2,51,20,239000
2,51,40,39000
2,51,45,40300
2,51,2,18000
1,51,40,73000
1,51,40,36400
1,51,40,50000
1,51,40,62000
2,51,40,67000
1,51,50,91000
2,51,0,0
2,51,45,35050
2,51,40,65000
2,51,50,115170
2,51,0,720
2,51,50,28800
1,51,48,48000
2,51,40,56350
2,51,0,7700
2,51,40,49200
1,51,75,23000
2,51,40,96800
1,51,42,38000
1,51,40,320000
1,51,0,15100
2,51,0,0
1,51,40,25000
2,51,0,0
2,51,0,800
1,51,60,21000
2,51,40,77500
1,51,41,60020
1,52,60,145000
1,52,55,48000
1,52,50,47000
1,52,40,62000
2,52,65,60000
2,52,40,5000
1,52,40,90300
2,52,0,0
2,52,0,13400
1,52,55,91000
1,52,35,27500
2,52,40,45000
2,52,40,33080
2,52,40,5500
1,52,40,324000
1,52,70,317700
1,52,0,0
2,52,35,12000
1,52,40,19000
1,52,48,9300
1,52,0,4100
1,52,40,29000
2,52,40,15000
1,52,40,50000
2,52,8,7600
2,52,40,25000
1,52,40,50000
2,52,0,0
2,52,0,0
2,52,40,15700
1,52,60,9600
1,52,40,15000
1,52,50,41000
2,52,0,47900
1,52,50,55000
2,52,40,10000
1,52,40,57000
1,52,40,92000
2,52,60,31000
1,52,0,8100
2,52,20,28200
2,52,40,23600
2,52,20,6000
1,52,0,20400
1,52,55,54000
2,52,40,25500
2,52,40,27000
1,52,50,60000
2,52,40,20300
2,52,0,0
1,52,75,85000
2,52,0,0
2,52,24,24000
1,52,70,30000
1,52,60,37000
1,52,40,1700
1,52,43,102590
2,52,45,65450
2,52,40,28100
2,52,40,27000
1,52,40,37170
1,52,40,65000
2,52,45,47050
2,52,0,0
2,52,40,46000
1,52,0,1000
2,52,40,23500
1,52,50,48050
1,52,40,25700
2,52,0,0
1,52,52,323500
2,52,0,8230
1,52,35,24000
2,52,5,1700
2,52,0,0
1,52,40,32050
1,52,0,13300
1,52,40,60010
2,52,0,0
1,53,0,0
1,53,40,50000
1,53,40,4200
2,53,40,40000
2,53,4,3500
1,53,40,40000
2,53,40,55000
2,53,40,43000
2,53,35,42000
2,53,46,20000
2,53,0,0
1,53,0,290
2,53,48,9000
1,53,55,45000
1,53,40,54000
1,53,0,0
2,53,55,223000
1,53,45,18000
2,53,0,0
2,53,0,0
1,53,60,50000
1,53,60,6500
1,53,36,42000
2,53,48,30000
2,53,40,13400
2,53,40,30000
1,53,60,51000
2,53,40,56000
2,53,40,38000
1,53,45,68000
1,53,60,323000
1,53,8,26400
1,53,48,24000
2,53,16,2130
2,53,0,5000
1,53,40,42000
1,53,0,0
1,53,0,6600
1,53,40,25000
1,53,35,38930
2,53,40,25920
2,53,37,13200
1,53,48,42100
1,53,40,45200
2,53,40,44000
1,53,50,40020
1,53,0,2900
1,53,40,35000
1,53,60,75000
2,53,40,26700
1,53,40,42400
1,53,40,36000
1,53,40,47600
1,53,0,0
1,53,40,54000
2,53,0,4800
1,53,46,71000
1,53,46,49900
2,53,40,20850
1,53,50,50000
1,53,40,11100
2,53,40,19704
2,53,50,25600
2,53,8,3600
1,53,0,9800
1,53,40,104000
2,53,40,30000
1,53,0,6400
2,53,16,2000
2,53,40,28000
2,53,30,10050
1,53,35,24100
1,53,0,11000
2,54,0,15400
2,54,40,33000
2,54,42,27000
1,54,40,72040
1,54,25,17900
2,54,0,6400
2,54,0,0
2,54,40,20000
2,54,38,27500
1,54,40,40800
2,54,40,29000
1,54,40,39400
2,54,21,17400
2,54,40,15000
1,54,40,20000
2,54,0,6200
2,54,0,0
1,54,40,23000
1,54,60,40200
2,54,40,22400
2,54,8,10100
2,54,0,0
2,54,60,18000
1,54,0,33900
2,54,0,3600
1,54,37,52000
1,54,45,85000
1,54,50,399000
1,54,35,70000
1,54,40,72600
2,54,40,30000
2,54,32,15700
2,54,0,0
2,54,40,52000
1,54,65,43400
2,54,40,33000
2,54,40,42200
1,54,40,80600
2,54,45,34000
1,54,40,50000
1,54,0,47900
2,54,0,2300
2,54,40,40000
1,54,42,43220
1,54,60,4500
2,54,0,0
1,54,60,25000
1,54,44,43000
2,54,0,25000
2,54,40,74000
2,54,35,15700
1,54,40,39930
2,54,28,1700
2,54,0,0
1,55,40,20030
2,55,0,0
2,55,0,0
1,55,16,18200
2,55,0,134000
1,55,45,46900
1,55,0,0
1,55,40,34500
1,55,40,30000
2,55,50,70850
2,55,20,3000
1,55,40,18000
1,55,0,11600
1,55,40,32000
1,55,65,74000
2,55,48,20000
1,55,50,40000
2,55,45,16000
2,55,25,12000
2,55,45,48000
2,55,50,13800
2,55,22,18270
1,55,0,15500
2,55,40,28700
1,55,50,70000
2,55,0,6400
1,55,40,20000
2,55,0,0
1,55,75,85000
2,55,40,5900
2,55,0,23700
2,55,40,54000
2,55,0,6000
2,55,45,68300
2,55,40,25790
1,55,40,38000
2,55,0,0
1,55,0,40000
1,55,40,27500
1,55,0,0
2,55,40,16400
2,55,40,61640
1,55,40,26000
2,55,0,7160
2,55,45,18000
2,55,60,57900
1,56,50,56000
2,56,40,25000
2,56,0,0
1,56,56,42000
1,56,60,330000
2,56,22,2660
1,56,40,40000
2,56,0,7900
1,56,40,35000
2,56,38,16000
1,56,0,23500
1,56,36,25100
1,56,0,300
1,56,40,60000
1,56,40,70000
2,56,80,19100
2,56,0,0
1,56,45,266000
1,56,40,51000
1,56,40,19200
2,56,0,0
1,56,50,9800
2,56,0,8600
2,56,0,0
1,56,0,0
2,56,40,64230
2,56,0,4900
2,56,0,0
1,56,40,24000
1,56,50,14000
1,56,0,35000
2,56,45,27000
1,56,50,40000
1,56,80,82000
1,56,37,55190
1,56,40,75000
2,56,0,0
1,56,0,28000
1,56,40,46500
2,56,53,31200
2,56,40,25800
2,56,40,14800
2,56,0,12000
2,56,40,15800
2,56,30,10900
1,56,60,26300
1,56,40,37830
1,56,40,22000
2,56,70,18700
2,56,0,6020
2,56,40,41980
2,56,0,7000
1,56,40,81500
2,56,0,0
1,56,9,30000
2,56,40,33200
2,56,35,8000
1,56,44,298000
1,57,45,27900
2,57,40,20000
2,57,0,0
2,57,0,15400
2,57,0,9200
1,57,0,0
1,57,0,12104
1,57,40,24000
2,57,50,87000
2,57,48,17000
2,57,40,42100
2,57,0,0
1,57,40,7900
1,57,40,78900
2,57,0,0
2,57,10,28300
2,57,56,24000
2,57,40,35000
1,57,50,41000
2,57,30,1900
1,57,48,41200
1,57,0,1300
1,57,40,62000
1,57,0,16300
2,57,40,36400
1,57,40,8000
1,57,40,58300
1,57,40,65000
2,57,0,4880
1,57,40,90100
1,57,50,7400
1,57,40,55100
1,57,25,9400
1,57,80,120000
1,57,0,0
1,57,40,30000
1,57,41,52440
1,57,0,130000
1,57,0,10200
2,57,30,65000
1,57,0,24000
2,57,40,34100
1,57,0,5600
1,57,45,108500
1,57,0,133000
1,57,20,16700
1,57,90,85200
2,58,40,32000
2,58,0,6300
2,58,16,800
2,58,20,14000
1,58,50,75000
2,58,30,14200
2,58,40,35000
2,58,40,21000
1,58,0,42000
1,58,40,106000
2,58,0,0
2,58,40,2000
2,58,40,67000
2,58,0,15000
1,58,40,20000
1,58,40,42450
2,58,12,30000
2,58,80,19500
1,58,40,20000
2,58,40,52400
2,58,40,8000
2,58,0,0
1,58,6,4090
2,58,70,29500
1,58,45,20000
1,58,0,6600
1,58,0,24400
2,58,40,15000
1,58,40,50000
1,58,0,2900
2,58,40,14000
2,58,40,18800
2,58,20,6800
2,58,25,16500
2,58,0,0
1,58,0,51000
1,58,38,51630
1,58,48,49000
1,58,45,50000
2,58,0,0
1,58,60,81490
2,58,40,24100
2,58,90,20000
1,58,0,44000
1,58,12,60000
2,58,40,36000
2,58,40,18000
1,58,0,14450
1,58,50,108500
2,58,20,14400
1,58,48,22000
1,58,7,15304
2,58,0,14000
2,58,0,0
1,58,50,44000
1,58,44,32000
2,58,0,7400
2,58,40,13470
1,58,0,44000
2,58,0,520
1,58,50,52990
2,58,20,14600
1,58,20,23000
2,59,40,18000
2,59,45,25900
1,59,0,31500
2,59,40,18000
1,59,40,50100
2,59,40,28000
1,59,40,18000
2,59,40,82000
2,59,48,12000
2,59,40,19000
2,59,0,10300
1,59,40,16750
2,59,40,37700
1,59,40,21000
1,59,70,16200
1,59,30,30000
1,59,50,179000
1,59,24,45000
1,59,0,37000
2,59,40,38900
2,59,0,22000
1,59,80,70000
1,59,40,11000
1,59,50,37700
1,59,60,18000
2,59,40,50000
2,59,0,6200
1,59,35,59600
1,59,0,14400
1,59,0,0
1,59,40,21000
2,59,40,17700
1,59,40,92000
2,59,0,0
2,59,40,45200
2,59,38,14530
2,59,0,55000
2,59,40,14800
2,59,25,8000
1,59,45,77500
2,59,25,7100
1,59,40,40000
2,60,0,31000
1,60,50,18800
1,60,0,7100
2,60,0,10
2,60,30,4000
2,60,40,24000
1,60,40,42000
1,60,40,-5600
2,60,0,1000
1,60,30,20500
2,60,38,22000
2,60,0,5000
2,60,0,0
1,60,50,46740
1,60,40,53000
1,60,40,439000
2,60,0,0
1,60,40,30400
2,60,0,460
2,60,0,6100
2,60,40,25500
1,60,60,322000
1,60,0,22200
2,60,40,34800
1,60,40,50320
1,60,40,37000
2,60,38,55000
2,60,43,39500
1,60,50,60000
2,60,0,0
2,60,0,0
1,60,40,85200
2,60,0,0
1,60,40,9600
1,60,37,20100
2,61,0,15000
2,61,42,5200
1,61,0,17100
2,61,40,72000
2,61,40,81060
2,61,55,39200
1,61,10,54500
1,61,0,24000
2,61,0,0
1,61,0,37000
2,61,8,10000
1,61,40,329400
2,61,20,10000
2,61,45,41000
1,61,0,34400
1,61,48,36800
1,61,40,20400
1,61,40,96500
1,61,0,45400
1,61,40,23400
1,61,24,8500
2,61,0,0
2,61,0,5200
1,61,46,50000
1,61,70,56000
1,61,35,47500
1,61,50,117000
1,61,40,130000
1,61,40,53270
2,61,0,0
2,61,0,0
1,61,60,21100
1,61,46,16800
1,61,0,6500
1,61,40,46800
2,61,0,380
1,61,50,36000
1,61,0,0
1,61,40,58000
2,61,0,28350
1,61,40,36920
2,61,40,28700
1,61,0,28100
2,62,40,14000
1,62,0,600
1,62,0,56600
2,62,0,32400
2,62,20,6900
1,62,60,9370
2,62,40,31200
2,62,0,63000
2,62,0,0
2,62,60,21000
1,62,0,47100
2,62,65,9800
1,62,48,20000
1,62,40,39320
1,62,48,56100
1,62,40,14600
2,62,0,0
1,62,0,10800
1,62,40,35030
1,62,10,50800
2,62,0,6250
2,62,40,28500
1,62,40,45200
1,62,40,42600
1,62,60,49000
1,62,0,49000
2,62,0,0
1,62,0,13900
1,62,0,13180
2,62,0,17310
2,62,6,11000
2,62,23,16600
2,62,10,4000
2,62,20,4300
1,62,40,18000
1,62,0,22000
1,62,0,18900
1,62,40,90000
1,62,0,18000
1,62,65,370000
2,62,40,81000
1,62,40,36100
2,62,40,56660
1,62,40,36300
1,62,40,50060
2,62,40,31820
1,62,0,60100
1,62,0,3500
1,63,48,194000
1,63,0,28530
1,63,40,133000
2,63,0,2700
2,63,0,8200
2,63,0,17860
2,63,20,9100
1,63,0,10300
1,63,0,17400
2,63,0,8800
2,63,0,670
2,63,0,3600
1,63,0,44100
1,63,55,97000
2,63,0,11970
1,63,55,310000
1,63,0,0
1,63,0,35000
1,63,10,16100
1,63,0,7300
2,63,0,0
2,63,60,23200
1,63,40,14000
2,63,42,50000
2,63,42,29200
2,63,0,4300
2,63,0,3900
1,63,48,30400
1,63,0,14600
1,63,40,55000
2,63,60,4500
2,63,20,6000
2,63,0,8320
1,63,0,2220
1,63,70,21000
2,63,0,6400
2,64,45,30000
1,64,70,344000
2,64,0,0
1,64,35,263000
2,64,40,34800
2,64,40,18600
1,64,10,21610
2,64,0,6900
2,64,0,4910
1,64,0,12000
2,64,0,3000
1,64,0,29200
1,64,0,147480
2,64,40,300
2,64,60,52000
2,64,0,4100
1,64,40,16000
1,64,28,21450
2,64,24,22400
2,64,0,2900
1,64,40,31400
2,64,8,800
2,64,0,3000
1,64,18,12900
1,64,0,9800
2,64,0,3000
1,64,0,41060
2,64,0,1000
2,64,0,140900
2,64,40,25200
1,64,0,7700
1,64,0,23700
1,64,40,12560
2,64,0,4800
2,64,0,5420
2,64,15,8800
2,65,0,6000
2,65,0,10400
2,65,0,32000
1,65,40,38000
1,65,0,18700
1,65,0,11600
1,65,30,96000
2,65,0,10700
1,65,0,35300
2,65,20,37004
2,65,0,6000
2,65,0,9200
1,65,0,8000
2,65,20,600
1,65,0,28560
1,65,0,12300
2,65,0,4000
2,65,0,116100
2,65,0,13000
2,65,0,25900
1,65,50,292000
1,65,0,1700
2,65,10,10670
2,65,0,9600
1,65,0,4000
2,65,0,46000
2,65,0,24500
1,65,0,6700
1,65,0,11000
1,65,0,16100
2,65,0,3300
1,65,17,25700
1,65,0,12100
2,65,0,11100
2,65,0,18300
1,65,0,17800
2,65,0,6700
1,65,40,14400
1,65,40,25700
1,65,0,0
1,65,40,320000
2,65,0,4500
2,65,0,15700
1,65,40,47800
2,65,0,3400
1,65,20,33600
1,65,40,96000
1,65,0,163700
1,65,0,12000
1,65,50,50100
1,65,0,3200
1,66,0,26100
1,66,10,27000
2,66,50,60900
2,66,0,3600
1,66,0,40000
2,66,0,19900
1,66,0,28500
1,66,0,60700
1,66,40,38600
2,66,0,7770
1,66,0,8100
2,66,0,55300
2,66,5,11200
1,66,0,28900
1,66,0,13100
1,66,0,9000
1,66,20,150000
1,66,0,126400
1,66,0,6330
2,66,0,31780
2,66,0,3500
1,66,0,5400
2,66,0,4400
2,66,0,9970
1,66,0,9100
2,66,60,36000
2,66,0,3500
1,66,0,4600
2,66,0,6000
2,66,40,40700
1,66,40,95000
1,66,0,33200
2,66,0,4900
2,66,0,9500
2,66,0,8200
1,66,0,9500
1,67,0,34000
1,67,0,37000
1,67,0,41000
2,67,0,8300
1,67,0,7800
1,67,0,22300
1,67,0,24200
1,67,0,124600
2,67,0,11400
2,67,45,163500
1,67,0,6000
2,67,6,3000
1,67,0,19100
2,67,0,26000
1,67,0,9900
2,67,0,8500
