"originx","originy","widthx","widthy","totalSpatialLoss","bintype","distrib"
-2.73333333333333,-2.73333333333333,4,4,219603.582927714,"random","Normal"
-2.66666666666667,-2.66666666666667,4,4,145298.115096014,"standard","Normal"
-2.66666666666667,-2.66666666666667,4,4,217518.426903087,"random","Normal"
-2.6,-2.6,4,4,146933.357322397,"standard","Normal"
-2.6,-2.6,4,4,214506.685455933,"random","Normal"
-2.53333333333333,-2.53333333333333,4,4,148820.874123213,"standard","Normal"
-2.53333333333333,-2.53333333333333,4,4,212336.733191922,"random","Normal"
-2.46666666666667,-2.46666666666667,4,4,150942.973310055,"standard","Normal"
-2.46666666666667,-2.46666666666667,4,4,208648.213736499,"random","Normal"
-2.4,-2.4,4,4,153281.671584611,"standard","Normal"
-2.4,-2.4,4,4,205120.097665852,"random","Normal"
-2.33333333333333,-2.33333333333333,4,4,155819.206175439,"standard","Normal"
-2.33333333333333,-2.33333333333333,4,4,200414.270410221,"random","Normal"
-2.26666666666667,-2.26666666666667,4,4,158538.425281233,"standard","Normal"
-2.26666666666667,-2.26666666666667,4,4,195738.166521445,"random","Normal"
-2.2,-2.2,4,4,161423.062805861,"standard","Normal"
-2.2,-2.2,4,4,189804.436207431,"random","Normal"
-2.13333333333333,-2.13333333333333,4,4,164457.911948886,"standard","Normal"
-2.13333333333333,-2.13333333333333,4,4,184023.208384226,"random","Normal"
-2.06666666666667,-2.06666666666667,4,4,167628.916335687,"standard","Normal"
-2.06666666666667,-2.06666666666667,4,4,177473.246236901,"random","Normal"
-6,-6,6,6,250338.926358285,"standard","Normal"
-6,-6,6,6,321589.882215911,"random","Normal"
-5.9,-5.9,6,6,244812.004707745,"standard","Normal"
-5.9,-5.9,6,6,321604.809104061,"random","Normal"
-5.8,-5.8,6,6,239744.927278848,"standard","Normal"
-5.8,-5.8,6,6,320476.440338457,"random","Normal"
-5.7,-5.7,6,6,235135.371003361,"standard","Normal"
-5.7,-5.7,6,6,319564.563750835,"random","Normal"
-5.6,-5.6,6,6,230974.669820409,"standard","Normal"
-5.6,-5.6,6,6,317108.082880461,"random","Normal"
-5.5,-5.5,6,6,227250.1468794,"standard","Normal"
-5.5,-5.5,6,6,313920.972887192,"random","Normal"
-5.4,-5.4,6,6,223947.497422068,"standard","Normal"
-5.4,-5.4,6,6,310595.955460807,"random","Normal"
-5.3,-5.3,6,6,221052.817267422,"standard","Normal"
-5.3,-5.3,6,6,306688.834268318,"random","Normal"
-5.2,-5.2,6,6,218554.098763631,"standard","Normal"
-5.2,-5.2,6,6,301978.936618224,"random","Normal"
-5.1,-5.1,6,6,216442.203871996,"standard","Normal"
-5.1,-5.1,6,6,296207.311406724,"random","Normal"
-5,-5,6,6,214711.423356809,"standard","Normal"
-5,-5,6,6,290068.200419688,"random","Normal"
-4.9,-4.9,6,6,216502.697397065,"standard","Normal"
-4.9,-4.9,6,6,296100.923835099,"random","Normal"
-4.8,-4.8,6,6,218674.849605003,"standard","Normal"
-4.8,-4.8,6,6,301514.096126117,"random","Normal"
-4.7,-4.7,6,6,221233.350428549,"standard","Normal"
-4.7,-4.7,6,6,306824.273980224,"random","Normal"
-4.6,-4.6,6,6,224187.095073221,"standard","Normal"
-4.6,-4.6,6,6,310781.123133878,"random","Normal"
-4.5,-4.5,6,6,227547.845111818,"standard","Normal"
-4.5,-4.5,6,6,314327.02476717,"random","Normal"
-4.4,-4.4,6,6,231329.259592807,"standard","Normal"
-4.4,-4.4,6,6,317275.526125737,"random","Normal"
-4.3,-4.3,6,6,235545.407503393,"standard","Normal"
-4.3,-4.3,6,6,319415.227242198,"random","Normal"
-4.2,-4.2,6,6,240208.751954874,"standard","Normal"
-4.2,-4.2,6,6,320520.001393406,"random","Normal"
-4.1,-4.1,6,6,245327.782887425,"standard","Normal"
-4.1,-4.1,6,6,320731.842016743,"random","Normal"
-4,-4,6,6,250904.700415488,"standard","Normal"
-4,-4,6,6,321934.285322378,"random","Normal"
-3.9,-3.9,6,6,245324.7381394,"standard","Normal"
-3.9,-3.9,6,6,321977.346402382,"random","Normal"
-3.8,-3.8,6,6,240202.615288035,"standard","Normal"
-3.8,-3.8,6,6,320560.751560086,"random","Normal"
-3.7,-3.7,6,6,235536.130482174,"standard","Normal"
-3.7,-3.7,6,6,319102.366545327,"random","Normal"
-3.6,-3.6,6,6,231316.793044418,"standard","Normal"
-3.6,-3.6,6,6,316636.724422829,"random","Normal"
-3.5,-3.5,6,6,227532.139809031,"standard","Normal"
-3.5,-3.5,6,6,313927.181494221,"random","Normal"
-3.4,-3.4,6,6,224168.102590923,"standard","Normal"
-3.4,-3.4,6,6,310399.689309437,"random","Normal"
-3.3,-3.3,6,6,221211.024189912,"standard","Normal"
-3.3,-3.3,6,6,307063.84845337,"random","Normal"
-3.2,-3.2,6,6,218649.146128878,"standard","Normal"
-3.2,-3.2,6,6,301629.201743477,"random","Normal"
-3.1,-3.1,6,6,216473.577751596,"standard","Normal"
-3.1,-3.1,6,6,296077.088126254,"random","Normal"
-8,-8,8,8,318274.28519906,"standard","Normal"
-8,-8,8,8,401574.569093243,"random","Normal"
-7.86666666666667,-7.86666666666667,8,8,313906.458816165,"standard","Normal"
-7.86666666666667,-7.86666666666667,8,8,407375.662237854,"random","Normal"
-7.73333333333333,-7.73333333333333,8,8,310086.688886115,"standard","Normal"
-7.73333333333333,-7.73333333333333,8,8,412540.494924052,"random","Normal"
-7.6,-7.6,8,8,306835.585161747,"standard","Normal"
-7.6,-7.6,8,8,416179.465767468,"random","Normal"
-7.46666666666667,-7.46666666666667,8,8,304179.681051012,"standard","Normal"
-7.46666666666667,-7.46666666666667,8,8,419459.313854907,"random","Normal"
-7.33333333333333,-7.33333333333333,8,8,302149.246449842,"standard","Normal"
-7.33333333333333,-7.33333333333333,8,8,421087.800385039,"random","Normal"
-7.2,-7.2,8,8,300774.510738415,"standard","Normal"
-7.2,-7.2,8,8,422909.248907777,"random","Normal"
-7.06666666666667,-7.06666666666667,8,8,300080.442489203,"standard","Normal"
-7.06666666666667,-7.06666666666667,8,8,423676.623174479,"random","Normal"
-6.93333333333333,-6.93333333333333,8,8,300081.301812014,"standard","Normal"
-6.93333333333333,-6.93333333333333,8,8,424271.252481547,"random","Normal"
-6.8,-6.8,8,8,300777.055998968,"standard","Normal"
-6.8,-6.8,8,8,422688.289240431,"random","Normal"
-6.66666666666667,-6.66666666666667,8,8,302153.382680272,"standard","Normal"
-6.66666666666667,-6.66666666666667,8,8,421762.436293065,"random","Normal"
-6.53333333333333,-6.53333333333333,8,8,304185.260540839,"standard","Normal"
-6.53333333333333,-6.53333333333333,8,8,418784.416275855,"random","Normal"
-6.4,-6.4,8,8,306842.423465596,"standard","Normal"
-6.4,-6.4,8,8,416532.863188983,"random","Normal"
-6.26666666666667,-6.26666666666667,8,8,310094.587466849,"standard","Normal"
-6.26666666666667,-6.26666666666667,8,8,412076.703297432,"random","Normal"
-6.13333333333333,-6.13333333333333,8,8,313915.234381853,"standard","Normal"
-6.13333333333333,-6.13333333333333,8,8,406309.252480777,"random","Normal"
-6,-6,8,8,318283.805548763,"standard","Normal"
-6,-6,8,8,400290.954790731,"random","Normal"
-5.86666666666667,-5.86666666666667,8,8,313827.851343639,"standard","Normal"
-5.86666666666667,-5.86666666666667,8,8,406865.196020703,"random","Normal"
-5.73333333333333,-5.73333333333333,8,8,309921.266978628,"standard","Normal"
-5.73333333333333,-5.73333333333333,8,8,411985.722548658,"random","Normal"
-5.6,-5.6,8,8,306585.38468708,"standard","Normal"
-5.6,-5.6,8,8,415781.755498098,"random","Normal"
-5.46666666666667,-5.46666666666667,8,8,303847.505031264,"standard","Normal"
-5.46666666666667,-5.46666666666667,8,8,418355.625111611,"random","Normal"
-5.33333333333333,-5.33333333333333,8,8,301738.681322099,"standard","Normal"
-5.33333333333333,-5.33333333333333,8,8,421054.307643386,"random","Normal"
-5.2,-5.2,8,8,300289.883517063,"standard","Normal"
-5.2,-5.2,8,8,422406.553750867,"random","Normal"
-5.06666666666667,-5.06666666666667,8,8,299526.691204048,"standard","Normal"
-5.06666666666667,-5.06666666666667,8,8,423704.053553459,"random","Normal"
-4.93333333333333,-4.93333333333333,8,8,299463.752910407,"standard","Normal"
-4.93333333333333,-4.93333333333333,8,8,423222.217166202,"random","Normal"
-4.8,-4.8,8,8,300101.138256045,"standard","Normal"
-4.8,-4.8,8,8,422206.510194078,"random","Normal"
-4.66666666666667,-4.66666666666667,8,8,301424.336515429,"standard","Normal"
-4.66666666666667,-4.66666666666667,8,8,422114.20650243,"random","Normal"
-4.53333333333333,-4.53333333333333,8,8,303407.901640784,"standard","Normal"
-4.53333333333333,-4.53333333333333,8,8,417851.778486763,"random","Normal"
-4.4,-4.4,8,8,306020.99030274,"standard","Normal"
-4.4,-4.4,8,8,414792.777872059,"random","Normal"
-4.26666666666667,-4.26666666666667,8,8,309232.666591475,"standard","Normal"
-4.26666666666667,-4.26666666666667,8,8,410585.790444553,"random","Normal"
-4.13333333333333,-4.13333333333333,8,8,313015.736341274,"standard","Normal"
-4.13333333333333,-4.13333333333333,8,8,406986.424147388,"random","Normal"
-10,-10,10,10,395363.161590206,"standard","Normal"
-10,-10,10,10,526883.15511933,"random","Normal"
-9.83333333333333,-9.83333333333333,10,10,389970.637254929,"standard","Normal"
-9.83333333333333,-9.83333333333333,10,10,527278.163771751,"random","Normal"
-9.66666666666667,-9.66666666666667,10,10,385442.051458562,"standard","Normal"
-9.66666666666667,-9.66666666666667,10,10,524297.403518659,"random","Normal"
-9.5,-9.5,10,10,381758.53606219,"standard","Normal"
-9.5,-9.5,10,10,523806.740070559,"random","Normal"
-9.33333333333333,-9.33333333333333,10,10,378893.223763592,"standard","Normal"
-9.33333333333333,-9.33333333333333,10,10,520612.08815365,"random","Normal"
-9.16666666666667,-9.16666666666667,10,10,376821.043001572,"standard","Normal"
-9.16666666666667,-9.16666666666667,10,10,514411.134540161,"random","Normal"
-9,-9,10,10,375524.973533033,"standard","Normal"
-9,-9,10,10,509548.558325511,"random","Normal"
-8.83333333333333,-8.83333333333333,10,10,376834.065509366,"standard","Normal"
-8.83333333333333,-8.83333333333333,10,10,515956.467459633,"random","Normal"
-8.66666666666667,-8.66666666666667,10,10,378918.635098642,"standard","Normal"
-8.66666666666667,-8.66666666666667,10,10,517272.331767306,"random","Normal"
-8.5,-8.5,10,10,381795.047908125,"standard","Normal"
-8.5,-8.5,10,10,521388.090240129,"random","Normal"
-8.33333333333333,-8.33333333333333,10,10,385487.712172419,"standard","Normal"
-8.33333333333333,-8.33333333333333,10,10,525664.771033626,"random","Normal"
-8.16666666666667,-8.16666666666667,10,10,390022.897445091,"standard","Normal"
-8.16666666666667,-8.16666666666667,10,10,526904.994946072,"random","Normal"
-8,-8,10,10,395419.076840926,"standard","Normal"
-8,-8,10,10,527780.868828793,"random","Normal"
-7.83333333333333,-7.83333333333333,10,10,389955.025008079,"standard","Normal"
-7.83333333333333,-7.83333333333333,10,10,525688.346571968,"random","Normal"
-7.66666666666667,-7.66666666666667,10,10,385350.801570597,"standard","Normal"
-7.66666666666667,-7.66666666666667,10,10,524947.190486157,"random","Normal"
-7.5,-7.5,10,10,381588.138365598,"standard","Normal"
-7.5,-7.5,10,10,521564.887284612,"random","Normal"
-7.33333333333333,-7.33333333333333,10,10,378640.848780664,"standard","Normal"
-7.33333333333333,-7.33333333333333,10,10,519846.939126198,"random","Normal"
-7.16666666666667,-7.16666666666667,10,10,376484.417620655,"standard","Normal"
-7.16666666666667,-7.16666666666667,10,10,516051.528048764,"random","Normal"
-7,-7,10,10,375102.113633275,"standard","Normal"
-7,-7,10,10,508743.612027403,"random","Normal"
-6.83333333333333,-6.83333333333333,10,10,376404.956550423,"standard","Normal"
-6.83333333333333,-6.83333333333333,10,10,514397.172526878,"random","Normal"
-6.66666666666667,-6.66666666666667,10,10,378480.814755385,"standard","Normal"
-6.66666666666667,-6.66666666666667,10,10,517845.899465968,"random","Normal"
-6.5,-6.5,10,10,381345.284617065,"standard","Normal"
-6.5,-6.5,10,10,523571.626081319,"random","Normal"
-6.33333333333333,-6.33333333333333,10,10,385021.74611392,"standard","Normal"
-6.33333333333333,-6.33333333333333,10,10,524204.448554452,"random","Normal"
-6.16666666666667,-6.16666666666667,10,10,389535.358548313,"standard","Normal"
-6.16666666666667,-6.16666666666667,10,10,526236.336033391,"random","Normal"
-6,-6,10,10,394903.667659298,"standard","Normal"
-6,-6,10,10,524994.235145427,"random","Normal"
-5.83333333333333,-5.83333333333333,10,10,389451.096157343,"standard","Normal"
-5.83333333333333,-5.83333333333333,10,10,525524.246889697,"random","Normal"
-5.66666666666667,-5.66666666666667,10,10,384853.067029096,"standard","Normal"
-5.66666666666667,-5.66666666666667,10,10,524079.832681925,"random","Normal"
-5.5,-5.5,10,10,381091.936473266,"standard","Normal"
-5.5,-5.5,10,10,522233.760534633,"random","Normal"
-5.33333333333333,-5.33333333333333,10,10,378142.537142035,"standard","Normal"
-5.33333333333333,-5.33333333333333,10,10,519125.618937496,"random","Normal"
-5.16666666666667,-5.16666666666667,10,10,375981.618906754,"standard","Normal"
-5.16666666666667,-5.16666666666667,10,10,514600.950293946,"random","Normal"
-2,-2,2,2,141421.35623731,"standard","Exponential"
-2,-2,2,2,141421.35623731,"random","Exponential"
-1.96666666666667,-1.96666666666667,2,2,136707.311029399,"standard","Exponential"
-1.96666666666667,-1.96666666666667,2,2,141304.201338346,"random","Exponential"
-1.93333333333333,-1.93333333333333,2,2,131993.265821489,"standard","Exponential"
-1.93333333333333,-1.93333333333333,2,2,140947.072103638,"random","Exponential"
-1.9,-1.9,2,2,127279.220613579,"standard","Exponential"
-1.9,-1.9,2,2,140321.912801105,"random","Exponential"
-1.86666666666667,-1.86666666666667,2,2,122565.175405668,"standard","Exponential"
-1.86666666666667,-1.86666666666667,2,2,139610.907034091,"random","Exponential"
-1.83333333333333,-1.83333333333333,2,2,117851.130197758,"standard","Exponential"
-1.83333333333333,-1.83333333333333,2,2,138459.91268347,"random","Exponential"
-1.8,-1.8,2,2,113137.084989848,"standard","Exponential"
-1.8,-1.8,2,2,136999.434140219,"random","Exponential"
-1.76666666666667,-1.76666666666667,2,2,108423.039781937,"standard","Exponential"
-1.76666666666667,-1.76666666666667,2,2,135569.007062757,"random","Exponential"
-1.73333333333333,-1.73333333333333,2,2,103708.994574027,"standard","Exponential"
-1.73333333333333,-1.73333333333333,2,2,133654.82029044,"random","Exponential"
-1.7,-1.7,2,2,98994.9493661166,"standard","Exponential"
-1.7,-1.7,2,2,131481.102184728,"random","Exponential"
-1.66666666666667,-1.66666666666667,2,2,94280.9041582064,"standard","Exponential"
-1.66666666666667,-1.66666666666667,2,2,129052.471288831,"random","Exponential"
-1.63333333333333,-1.63333333333333,2,2,89566.858950296,"standard","Exponential"
-1.63333333333333,-1.63333333333333,2,2,126485.090179903,"random","Exponential"
-1.6,-1.6,2,2,84852.8137423857,"standard","Exponential"
-1.6,-1.6,2,2,123557.329391888,"random","Exponential"
-1.56666666666667,-1.56666666666667,2,2,80138.7685344754,"standard","Exponential"
-1.56666666666667,-1.56666666666667,2,2,119882.972329419,"random","Exponential"
-1.53333333333333,-1.53333333333333,2,2,75424.723326565,"standard","Exponential"
-1.53333333333333,-1.53333333333333,2,2,116343.687175959,"random","Exponential"
-1.5,-1.5,2,2,70710.6781186548,"standard","Exponential"
-1.5,-1.5,2,2,112473.217088022,"random","Exponential"
-1.46666666666667,-1.46666666666667,2,2,65996.6329107445,"standard","Exponential"
-1.46666666666667,-1.46666666666667,2,2,108094.942235467,"random","Exponential"
-1.43333333333333,-1.43333333333333,2,2,61282.5877028341,"standard","Exponential"
-1.43333333333333,-1.43333333333333,2,2,103198.933404835,"random","Exponential"
-1.4,-1.4,2,2,56568.5424949238,"standard","Exponential"
-1.4,-1.4,2,2,97904.3748575132,"random","Exponential"
-1.36666666666667,-1.36666666666667,2,2,51854.4972870135,"standard","Exponential"
-1.36666666666667,-1.36666666666667,2,2,92111.7282419803,"random","Exponential"
-1.33333333333333,-1.33333333333333,2,2,47140.4520791032,"standard","Exponential"
-1.33333333333333,-1.33333333333333,2,2,86518.7537274051,"random","Exponential"
-1.3,-1.3,2,2,42426.4068711929,"standard","Exponential"
-1.3,-1.3,2,2,80081.7757245486,"random","Exponential"
-1.26666666666667,-1.26666666666667,2,2,37712.3616632825,"standard","Exponential"
-1.26666666666667,-1.26666666666667,2,2,73286.6288216864,"random","Exponential"
-1.23333333333333,-1.23333333333333,2,2,32998.3164553723,"standard","Exponential"
-1.23333333333333,-1.23333333333333,2,2,66181.1687164785,"random","Exponential"
-1.2,-1.2,2,2,28284.2712474619,"standard","Exponential"
-1.2,-1.2,2,2,58304.7950958699,"random","Exponential"
-1.16666666666667,-1.16666666666667,2,2,23570.2260395516,"standard","Exponential"
-1.16666666666667,-1.16666666666667,2,2,49940.5149770767,"random","Exponential"
-1.13333333333333,-1.13333333333333,2,2,18856.1808316412,"standard","Exponential"
-1.13333333333333,-1.13333333333333,2,2,40579.613007855,"random","Exponential"
-1.1,-1.1,2,2,14142.135623731,"standard","Exponential"
-1.1,-1.1,2,2,31062.2797063822,"random","Exponential"
-1.06666666666667,-1.06666666666667,2,2,9428.09041582062,"standard","Exponential"
-1.06666666666667,-1.06666666666667,2,2,21508.0011146665,"random","Exponential"
-1.03333333333333,-1.03333333333333,2,2,4714.04520791033,"standard","Exponential"
-1.03333333333333,-1.03333333333333,2,2,11076.0549209912,"random","Exponential"
-4,-4,4,4,171249.437570009,"standard","Exponential"
-4,-4,4,4,171249.437570009,"random","Exponential"
-3.93333333333333,-3.93333333333333,4,4,167933.618426871,"standard","Exponential"
-3.93333333333333,-3.93333333333333,4,4,177960.150698233,"random","Exponential"
-3.86666666666667,-3.86666666666667,4,4,164741.05678773,"standard","Exponential"
-3.86666666666667,-3.86666666666667,4,4,184676.94955698,"random","Exponential"
-3.8,-3.8,4,4,161684.628677015,"standard","Exponential"
-3.8,-3.8,4,4,190885.216352637,"random","Exponential"
-3.73333333333333,-3.73333333333333,4,4,158778.388227502,"standard","Exponential"
-3.73333333333333,-3.73333333333333,4,4,196380.477380195,"random","Exponential"
-3.66666666666667,-3.66666666666667,4,4,156037.539814299,"standard","Exponential"
-3.66666666666667,-3.66666666666667,4,4,200884.576882823,"random","Exponential"
-3.6,-3.6,4,4,153478.346939266,"standard","Exponential"
-3.6,-3.6,4,4,205777.112879431,"random","Exponential"
-3.53333333333333,-3.53333333333333,4,4,151117.958668173,"standard","Exponential"
-3.53333333333333,-3.53333333333333,4,4,209442.191216114,"random","Exponential"
-3.46666666666667,-3.46666666666667,4,4,148974.134939485,"standard","Exponential"
-3.46666666666667,-3.46666666666667,4,4,213215.779323999,"random","Exponential"
-3.4,-3.4,4,4,147064.856183365,"standard","Exponential"
-3.4,-3.4,4,4,215531.036982233,"random","Exponential"
-3.33333333333333,-3.33333333333333,4,4,145407.811766499,"standard","Exponential"
-3.33333333333333,-3.33333333333333,4,4,218647.143197138,"random","Exponential"
-3.26666666666667,-3.26666666666667,4,4,144019.776551385,"standard","Exponential"
-3.26666666666667,-3.26666666666667,4,4,219997.328706525,"random","Exponential"
-3.2,-3.2,4,4,142915.904666569,"standard","Exponential"
-3.2,-3.2,4,4,221877.351478748,"random","Exponential"
-3.13333333333333,-3.13333333333333,4,4,142108.991645859,"standard","Exponential"
-3.13333333333333,-3.13333333333333,4,4,222281.029157129,"random","Exponential"
-3.06666666666667,-3.06666666666667,4,4,141608.775358065,"standard","Exponential"
-3.06666666666667,-3.06666666666667,4,4,222814.760386084,"random","Exponential"
-3,-3,4,4,141421.35623731,"standard","Exponential"
-3,-3,4,4,223372.324812057,"random","Exponential"
-2.93333333333333,-2.93333333333333,4,4,141548.812703021,"standard","Exponential"
-2.93333333333333,-2.93333333333333,4,4,223673.726044244,"random","Exponential"
-2.86666666666667,-2.86666666666667,4,4,141989.06633577,"standard","Exponential"
-2.86666666666667,-2.86666666666667,4,4,222262.584059724,"random","Exponential"
-2.8,-2.8,4,4,142736.016701435,"standard","Exponential"
-2.8,-2.8,4,4,221094.646575011,"random","Exponential"
-2.73333333333333,-2.73333333333333,4,4,143779.925931206,"standard","Exponential"
-2.73333333333333,-2.73333333333333,4,4,220017.611791432,"random","Exponential"
-2.66666666666667,-2.66666666666667,4,4,145107.998491275,"standard","Exponential"
-2.66666666666667,-2.66666666666667,4,4,217548.155059284,"random","Exponential"
-2.6,-2.6,4,4,146705.080253098,"standard","Exponential"
-2.6,-2.6,4,4,215417.675997241,"random","Exponential"
-2.53333333333333,-2.53333333333333,4,4,148554.396354173,"standard","Exponential"
-2.53333333333333,-2.53333333333333,4,4,212865.499497281,"random","Exponential"
-2.46666666666667,-2.46666666666667,4,4,150638.257427816,"standard","Exponential"
-2.46666666666667,-2.46666666666667,4,4,209255.0280646,"random","Exponential"
-2.4,-2.4,4,4,152938.683043864,"standard","Exponential"
-2.4,-2.4,4,4,205061.042566185,"random","Exponential"
-2.33333333333333,-2.33333333333333,4,4,155437.913263853,"standard","Exponential"
-2.33333333333333,-2.33333333333333,4,4,200485.270349702,"random","Exponential"
-2.26666666666667,-2.26666666666667,4,4,158118.799022011,"standard","Exponential"
-2.26666666666667,-2.26666666666667,4,4,195505.332056601,"random","Exponential"
-2.2,-2.2,4,4,160965.07681648,"standard","Exponential"
-2.2,-2.2,4,4,190307.28824139,"random","Exponential"
-2.13333333333333,-2.13333333333333,4,4,163961.54227215,"standard","Exponential"
-2.13333333333333,-2.13333333333333,4,4,183706.733108526,"random","Exponential"
-2.06666666666667,-2.06666666666667,4,4,167094.141256246,"standard","Exponential"
-2.06666666666667,-2.06666666666667,4,4,177091.955438913,"random","Exponential"
-6,-6,6,6,252432.45158559,"standard","Exponential"
-6,-6,6,6,323014.027151591,"random","Exponential"
-5.9,-5.9,6,6,247596.821531107,"standard","Exponential"
-5.9,-5.9,6,6,323481.289542084,"random","Exponential"
-5.8,-5.8,6,6,243221.861019696,"standard","Exponential"
-5.8,-5.8,6,6,323961.837219362,"random","Exponential"
-5.7,-5.7,6,6,239306.18156027,"standard","Exponential"
-5.7,-5.7,6,6,322967.595949867,"random","Exponential"
-5.6,-5.6,6,6,235842.20160723,"standard","Exponential"
-5.6,-5.6,6,6,323547.589408737,"random","Exponential"
-5.5,-5.5,6,6,232818.356722404,"standard","Exponential"
-5.5,-5.5,6,6,321134.875503466,"random","Exponential"
-5.4,-5.4,6,6,230221.355497431,"standard","Exponential"
-5.4,-5.4,6,6,318989.250500032,"random","Exponential"
-5.3,-5.3,6,6,228038.09256715,"standard","Exponential"
-5.3,-5.3,6,6,316410.011580956,"random","Exponential"
-5.2,-5.2,6,6,226257.048775157,"standard","Exponential"
-5.2,-5.2,6,6,312401.562431759,"random","Exponential"
-5.1,-5.1,6,6,224869.189608273,"standard","Exponential"
-5.1,-5.1,6,6,308161.262664602,"random","Exponential"
-5,-5,6,6,223868.468935682,"standard","Exponential"
-5,-5,6,6,302751.847060692,"random","Exponential"
-4.9,-4.9,6,6,225735.70483924,"standard","Exponential"
-4.9,-4.9,6,6,308635.353125869,"random","Exponential"
-4.8,-4.8,6,6,227987.711131383,"standard","Exponential"
-4.8,-4.8,6,6,313420.984180596,"random","Exponential"
-4.7,-4.7,6,6,230628.139981337,"standard","Exponential"
-4.7,-4.7,6,6,318018.968332584,"random","Exponential"
-4.6,-4.6,6,6,233663.59138362,"standard","Exponential"
-4.6,-4.6,6,6,320970.042677883,"random","Exponential"
-4.5,-4.5,6,6,237103.117434801,"standard","Exponential"
-4.5,-4.5,6,6,323603.134377232,"random","Exponential"
-4.4,-4.4,6,6,240957.365929394,"standard","Exponential"
-4.4,-4.4,6,6,325414.378462792,"random","Exponential"
-4.3,-4.3,6,6,245237.264558215,"standard","Exponential"
-4.3,-4.3,6,6,326984.313123916,"random","Exponential"
-4.2,-4.2,6,6,249952.234920959,"standard","Exponential"
-4.2,-4.2,6,6,328112.097837125,"random","Exponential"
-4.1,-4.1,6,6,255108.092869018,"standard","Exponential"
-4.1,-4.1,6,6,327785.205455097,"random","Exponential"
-4,-4,6,6,260704.994223024,"standard","Exponential"
-4,-4,6,6,328003.249818405,"random","Exponential"
-3.9,-3.9,6,6,254108.703241776,"standard","Exponential"
-3.9,-3.9,6,6,327102.919793887,"random","Exponential"
-3.8,-3.8,6,6,247938.589005697,"standard","Exponential"
-3.8,-3.8,6,6,325552.482071475,"random","Exponential"
-3.7,-3.7,6,6,242194.09707965,"standard","Exponential"
-3.7,-3.7,6,6,322869.0773488,"random","Exponential"
-3.6,-3.6,6,6,236869.179262308,"standard","Exponential"
-3.6,-3.6,6,6,320454.702381079,"random","Exponential"
-3.5,-3.5,6,6,231954.396798816,"standard","Exponential"
-3.5,-3.5,6,6,316158.697512627,"random","Exponential"
-3.4,-3.4,6,6,227439.074796766,"standard","Exponential"
-3.4,-3.4,6,6,312235.358542511,"random","Exponential"
-3.3,-3.3,6,6,223313.147979782,"standard","Exponential"
-3.3,-3.3,6,6,307537.322158648,"random","Exponential"
-3.2,-3.2,6,6,219568.539906677,"standard","Exponential"
-3.2,-3.2,6,6,302106.205774057,"random","Exponential"
-3.1,-3.1,6,6,216200.084368383,"standard","Exponential"
-3.1,-3.1,6,6,295560.820490472,"random","Exponential"
-8,-8,8,8,322262.999642038,"standard","Exponential"
-8,-8,8,8,404535.657762605,"random","Exponential"
-7.86666666666667,-7.86666666666667,8,8,319645.810390296,"standard","Exponential"
-7.86666666666667,-7.86666666666667,8,8,412175.155757268,"random","Exponential"
-7.73333333333333,-7.73333333333333,8,8,317577.239843501,"standard","Exponential"
-7.73333333333333,-7.73333333333333,8,8,418965.351831646,"random","Exponential"
-7.6,-7.6,8,8,316069.232096548,"standard","Exponential"
-7.6,-7.6,8,8,425083.992645203,"random","Exponential"
-7.46666666666667,-7.46666666666667,8,8,315139.142216931,"standard","Exponential"
-7.46666666666667,-7.46666666666667,8,8,429175.013551221,"random","Exponential"
-7.33333333333333,-7.33333333333333,8,8,314807.836344003,"standard","Exponential"
-7.33333333333333,-7.33333333333333,8,8,433429.337112399,"random","Exponential"
-7.2,-7.2,8,8,315096.614162846,"standard","Exponential"
-7.2,-7.2,8,8,436783.689783689,"random","Exponential"
-7.06666666666667,-7.06666666666667,8,8,316023.061974453,"standard","Exponential"
-7.06666666666667,-7.06666666666667,8,8,438449.610957264,"random","Exponential"
-6.93333333333333,-6.93333333333333,8,8,317596.758842319,"standard","Exponential"
-6.93333333333333,-6.93333333333333,8,8,440156.533490377,"random","Exponential"
-6.8,-6.8,8,8,319816.428935859,"standard","Exponential"
-6.8,-6.8,8,8,441135.338129544,"random","Exponential"
-6.66666666666667,-6.66666666666667,8,8,322669.854573257,"standard","Exponential"
-6.66666666666667,-6.66666666666667,8,8,441302.321965317,"random","Exponential"
-6.53333333333333,-6.53333333333333,8,8,326136.545597424,"standard","Exponential"
-6.53333333333333,-6.53333333333333,8,8,439696.373737418,"random","Exponential"
-6.4,-6.4,8,8,330191.842167298,"standard","Exponential"
-6.4,-6.4,8,8,437600.343210862,"random","Exponential"
-6.26666666666667,-6.26666666666667,8,8,334810.85065633,"standard","Exponential"
-6.26666666666667,-6.26666666666667,8,8,434885.908749112,"random","Exponential"
-6.13333333333333,-6.13333333333333,8,8,339971.286093278,"standard","Exponential"
-6.13333333333333,-6.13333333333333,8,8,432402.952828779,"random","Exponential"
-6,-6,8,8,345655.11587862,"standard","Exponential"
-6,-6,8,8,427559.712243314,"random","Exponential"
-5.86666666666667,-5.86666666666667,8,8,339396.556443544,"standard","Exponential"
-5.86666666666667,-5.86666666666667,8,8,431629.232149922,"random","Exponential"
-5.73333333333333,-5.73333333333333,8,8,333654.249418949,"standard","Exponential"
